"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"25EXC-01027","LEAVENWORTH ST","GOLDEN GATE AVE","TURK ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/24/2025","APPROVED","8239000","94102","03/01/2025","04/30/2026",,"415-779-5262","Peter Ortiz",,"6008584.45639","2112981.43395","37.78232887919","-122.41395968367",,"POINT (-122.41395968366557 37.782328879192605)","POINT (-122.413959684 37.782328879)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-00647","FILBERT ST","TELEGRAPH HILL BLVD",,"Excavation","Precision Engineering, Inc.","415-802-6641","PW Various Locations Pavement Renovation No.60 & sewer Replacement (Rebid)","10/24/2024","APPROVED","35014000","0","05/14/2024","06/07/2026",,"415-760-8744 Juan Perez Superintendent","Daniel Brugmann",,"6011114.63743","2120016.310262","37.80178674123","-122.40570199662",,"POINT (-122.40570199661899 37.80178674122953)","POINT (-122.405701997 37.801786741)","North Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-03388","STONECREST DR","WINSTON DR",,"Excavation","Esquivel Grading & Paving, Inc.","415-468 5700","Various Locations Pavement Renovation No. 68","03/07/2025","APPROVED","23067000","0","01/13/2025","07/31/2026",,"415-468-5700","Brian Wong","true","5990743.77666","2093160.64402","37.72688807582","-122.47423317355",,"POINT (-122.47423317354978 37.72688807582472)","POINT (-122.474233174 37.726888076)","West of Twin Peaks","7","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00509","LAKEWOOD AVE","OCEAN AVE","FAIRFIELD WAY","Excavation","Precision Engineering, Inc.","415-802-6641","Various Locations Curb Ramps No 17","06/09/2025","APPROVED","8075000","94127","06/09/2025","01/30/2026",,"415-760-8744",,,"5993681.24959","2093115.40871","37.72693360635","-122.4640751934",,"POINT (-122.46407519339937 37.72693360634658)","POINT (-122.464075193 37.726933606)","West of Twin Peaks","7","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17CN-0261","UNION ST","JONES ST","BLACK PL","conformity","Double D Engineering","(415) 551-5150",,"09/25/2017","ACTIVE","12855000","94133",,,"1011 UNION ST","Refer to Agent","Mario Novoa",,"6008120.25879","2119231.11947","37.79946290171","-122.4160083289",,"POINT (-122.41600832890246 37.799462901713234)","POINT (-122.416008329 37.799462902)","Russian Hill","3","2025/09/18 03:47:09 AM","2025/09/19 05:16:06 AM"
"25EXC-01752","RECYCLE RD","TUNNEL AVE",,"Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","54172000","0","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6011688.148018","2086077.447954","37.7086301537","-122.40133096134",,"POINT (-122.40133096133904 37.708630153702636)","POINT (-122.401330961 37.708630154)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15WR-0199","ELLIS ST","JONES ST","LEAVENWORTH ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"01/19/2016","APPROVED","5174000","94102","01/19/2016","10/31/2026","460 ELLIS ST","Nicole Mason 510-468-3802",,,"6008653.66586","2113897.47528","37.7848479953","-122.41378506502",,"POINT (-122.41378506501876 37.78484799529877)","POINT (-122.413785065 37.784847995)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0040","EDDY ST","MASON ST","TAYLOR ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"07/18/2017","APPROVED","5059000","94102","07/18/2017","04/30/2028","191 EDDY ST","Joseph Camicia, 415-722-1183",,,"6009549.74511","2113547.00058","37.78393595652","-122.41066015083",,"POINT (-122.41066015082967 37.78393595651989)","POINT (-122.410660151 37.783935957)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"10IE-0436","06TH ST","MINNA ST","NATOMA ST","StrtImprov","Eco-struction","(831) 588-0234","Reconstruct curb and sidewalk on the Minna Street frontage. Saw-cut 2' of AC gutter and 2in ACWS on 8in concrete base. Do not touch curb return area. Break the sub-sidewalk basement foundation for drainage, fill sub-sidewalk basement and subgrade shall be 3.5in below the required elevation with a relative compaction of not less than 95%.","10/16/2012","ACTIVE","330000","94103",,,"132 06TH ST","Refer to Agent","Jody Monahan",,"6010234.51933","2112232.19252","37.7803641731","-122.4081983107",,"POINT (-122.40819831069523 37.780364173095144)","POINT (-122.408198311 37.780364173)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","COMMONWEALTH AVE","EUCLID AVE","GEARY BLVD","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","4317000","94118","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5996551.03295","2113367.23357","37.78270500206","-122.45561765438",,"POINT (-122.45561765438453 37.78270500205751)","POINT (-122.455617654 37.782705002)","Presidio Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01248","BEACH ST","HYDE ST",,"Excavation","Hernandez Engineering","415-509-8114","WW-709R Various Locations Sewer Replacement No.13","03/10/2025","APPROVED","30766000","0","03/12/2025","03/06/2026",,"Roberto Pena 415-760-8662","Gene Chan",,"6006859.20778","2121877.32139","37.80665771919","-122.42055996547",,"POINT (-122.42055996547126 37.80665771918842)","POINT (-122.420559965 37.806657719)","Russian Hill","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","21ST AVE","22ND AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6078101","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5989205.603","2112605.551","37.78018939105","-122.48097364111",,"POINT (-122.4809736411089 37.780189391049376)","POINT (-122.480973641 37.780189391)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-03388","DIAZ AVE","JUAN BAUTISTA CIR",,"Excavation","Esquivel Grading & Paving, Inc.","415-468 5700","Various Locations Pavement Renovation No. 68","03/07/2025","APPROVED","23037000","0","01/13/2025","07/31/2026",,"415-468-5700","Brian Wong","true","5989825.25592","2089948.23058","37.7180143386","-122.4771737915",,"POINT (-122.47717379149957 37.71801433859887)","POINT (-122.477173791 37.718014339)","Lakeshore","7","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-03385","GOUGH ST","OAK ST","HICKORY ST","Excavation","Precision Engineering, Inc.","415-802-6641","Hayes Valley Sewer Improvement","04/18/2025","APPROVED","6315000","94102","10/21/2024","12/01/2025",,"Juan Perez (415) 760-8744","Daniel Brugmann",,"6006021.901","2110457.16649","37.77525360122","-122.42264556753",,"POINT (-122.42264556753379 37.77525360121773)","POINT (-122.422645568 37.775253601)","Hayes Valley","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-01669","23RD ST","RHODE ISLAND ST",,"Excavation","Esquivel Grading & Paving, Inc.","4154685700","Hunters point, Central Waterfront, and Potrero Hill Area Streets Pavement Renovation and Sewer Replacement","08/02/2024","APPROVED","23710000","0","07/22/2024","01/30/2026",,"415-468-5700","Patrick Louie","true","6011953.27947","2102803.2606","37.75457054168","-122.40158938879",,"POINT (-122.401589388793 37.754570541679996)","POINT (-122.401589389 37.754570542)","Potrero Hill","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"19IE-00090","OCTAVIA ST","LOMBARD ST","CHESTNUT ST","StrtImprov","On the Level Concrete","(415) 407-3695","Remove existing curb cuts and construct new sidewalk and curb per City Standard as directed by the Public Works Inspector.","07/22/2020","ACTIVE","9903000","94123",,,"3127 OCTAVIA ST","Refer to Agent","George Shami",,"6004170.57935","2119893.73297","37.8010594133","-122.42972290858","201711204426","POINT (-122.42972290857703 37.80105941329664)","POINT (-122.429722909 37.801059413)","Marina","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0033","UNION ST","VAN NESS AVE","FRANKLIN ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"01/18/2017","APPROVED","12864000","94123","01/18/2017","10/31/2027","1524 UNION ST","nicole mason 510-468-3802",,,"6005607.00233","2118969.52878","37.7986030173","-122.42468647955",,"POINT (-122.42468647955292 37.79860301729687)","POINT (-122.42468648 37.798603017)","Marina","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-02994","GOLDEN GATE AVE","LAGUNA ST",,"Excavation","Bay Area Lightworks","415-822-2336","Western Addition Area Traffic Signal Upgrades: Phase 1, Sourcing Event ID No. 0000004296","06/16/2025","APPROVED","25959000","0","06/18/2025","06/17/2026",,"415-822-2336","Eduard Rizal Salvador","true","6004795.83655","2112281.31485","37.78019301695","-122.42701675689",,"POINT (-122.42701675689224 37.780193016947734)","POINT (-122.427016757 37.780193017)","Western Addition","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","17TH AVE","18TH AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6074201","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5990441.886","2112701.828","37.78052552804","-122.4767038515",,"POINT (-122.47670385149566 37.780525528043746)","POINT (-122.476703851 37.780525528)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0383","PALOU AVE","LANE ST","03RD ST \ MENDELL ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"07/10/2017","APPROVED","10222000","94124","07/10/2017","04/30/2028","1578 PALOU AVE","415-722-1183",,,"6015031.94838","2095192.3575","37.73384389282","-122.39041069673",,"POINT (-122.39041069673023 37.73384389282295)","POINT (-122.390410697 37.733843893)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00745","VALENCIA ST","MCCOPPIN ST","DUBOCE AVE","Excavation","NTK Construction, Inc","(415) 643-1900","13th Street Safety Improvements Project","02/24/2025","APPROVED","13053000","94103","03/10/2025","01/31/2027",,"Refer to Agent",,,"6006045.86599","2108809.69302","37.77073138714","-122.42244558055",,"POINT (-122.42244558055289 37.77073138713781)","POINT (-122.422445581 37.770731387)","Mission","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24VDR-00223","EDDY ST","JONES ST","WAGNER ALY","Referral","SHAWAN & JANIE MACLIN","415-740-4471","Please see route in diagram tab.","12/27/2024","APPROVED","5061001","94102","12/26/2024","11/15/2025",,"415-740-4471",,,"6008890.26797","2113543.25014","37.78388866236","-122.41294144207",,"POINT (-122.41294144207006 37.78388866235685)","POINT (-122.412941442 37.783888662)","Tenderloin","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"14WR-0020","FILBERT ST","REDFIELD ALY","JONES ST","Wireless","ExteNet Systems, Inc.","5042014632",,"11/19/2015","APPROVED","5509000","94133","11/19/2015","08/31/2026","935 FILBERT ST","415-596-3474",,,"6008447.19285","2119622.06061","37.80055470437","-122.41490470162",,"POINT (-122.41490470161779 37.80055470437149)","POINT (-122.414904702 37.800554704)","Russian Hill","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24VDR-00128","HAIGHT ST","MASONIC AVE","ASHBURY ST","Referral","KING OF FAKIRS LLC","323-447-2692","Northeast corner of Haight St and Ashbury St","09/19/2024","APPROVED","6618000","94117","09/18/2024","11/15/2025",,"(252) 220-4081",,,"5999194.19897","2108724.61238","37.77010887906","-122.44613940567",,"POINT (-122.44613940567206 37.77010887906384)","POINT (-122.446139406 37.770108879)","Haight Ashbury","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-01752","PARQUE DR","CIELITO DR","GENEVA AVE","Excavation","Esquivel Grading & Paving, Inc.","415 725 1878","Various Locations Pavement Renovation No.74 and Sewer Replacement","06/13/2025","APPROVED","10298000","94134","06/16/2025","01/01/2027",,"415-468-5700","David Chin",,"6005567.955","2086694.207","37.70998029315","-122.42252695836",,"POINT (-122.42252695836326 37.709980293151574)","POINT (-122.422526958 37.709980293)","Visitacion Valley","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"13MSE-0154","30TH AVE","CALIFORNIA ST","CLEMENT ST","MinorEnc","RECREATION AND PARK DEPARTMENT","(415) 581-2541","non-standard cross slope and one(1) new (N) level landing along 30th Ave frontage","05/08/2013","ACTIVE","1640000","94121",,,"340 31ST AVE","Refer to Agent","George Shami",,"5986234.33931","2113627.49025","37.78282216601","-122.49132769416",,"POINT (-122.4913276941574 37.78282216601432)","POINT (-122.491327694 37.782822166)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00254","HARRISON ST","MERLIN ST",,"Excavation","R & S Construction Management Inc","(415) 746-9564","0000005629 Various Locations Pavement Renovation No.62 and Sewer Replacement","02/24/2025","APPROVED","23931000","0","03/03/2025","12/31/2026",,"415-746-9564",,,"6011901.246","2111557.30618","37.77860427689","-122.4023848257",,"POINT (-122.40238482570142 37.77860427688896)","POINT (-122.402384826 37.778604277)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0382","PALOU AVE","03RD ST \ MENDELL ST","NEWHALL ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"07/21/2017","APPROVED","10223000","94124","07/21/2017","04/30/2028","1695 PALOU AVE","Joe Camicia 415-722-1183",,,"6014365.52977","2095570.90071","37.73484630471","-122.39274119729",,"POINT (-122.39274119729268 37.73484630470965)","POINT (-122.392741197 37.734846305)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-01669","26TH ST","MINNESOTA ST",,"Excavation","Esquivel Grading & Paving, Inc.","4154685700","Hunters point, Central Waterfront, and Potrero Hill Area Streets Pavement Renovation and Sewer Replacement","08/02/2024","APPROVED","23539000","0","07/22/2024","01/30/2026",,"415-468-5700","Patrick Louie","true","6015395.689","2101595.615","37.751446088","-122.38960018358",,"POINT (-122.38960018358415 37.75144608799885)","POINT (-122.389600184 37.751446088)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-03498","MARIN ST","MARIN ST","EVANS AVE","Excavation","Mitchell Engineering. Inc.","6506765339","Bay Corridor Transmission and Distribution Phase 4 and PW-11 Water ImprovementsSFPUC RE: Eric Gee egee@sfwater.org 925-699-0704SFPUC PM: Ada Zhu azhu@sfwater.orgSFPUC PE: Jimmy Fu jfu@sfwater.orgSFDPW RE or PM: Ricardo Trejo ricardo.trejo@sfdpw.org","11/27/2024","APPROVED","8699000","94124","12/02/2024","06/05/2026",,"Refer to Agent","Ricardo Trejo",,"6013781.78708","2100535.07624","37.74844445395","-122.39510701355",,"POINT (-122.39510701355347 37.748444453953944)","POINT (-122.395107014 37.748444454)","Bayview Hunters Point","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-02776","DIAMOND ST","JERSEY ST",,"Excavation","M Squared Construction","415-661-6902","Jersey St Water Replacement","01/08/2025","ACTIVE","25759000","0","01/09/2025","12/09/2026",,"M Squared Construction 415-661-6902","Kevin Johnson Jr.","true","6001911.22189","2101475.9293","37.75036054202","-122.43622244799",,"POINT (-122.43622244798661 37.75036054202185)","POINT (-122.436222448 37.750360542)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","17TH AVE","GEARY BLVD","ANZA ST","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","753000","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5990609.38962","2112330.19638","37.77951483178","-122.47609723284",,"POINT (-122.47609723284258 37.77951483177816)","POINT (-122.476097233 37.779514832)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24MFF-00031","04TH ST","HOWARD ST","CLEMENTINA ST","FoodFac","Off the Grid Services, LLC","415-638-0077",,"10/28/2024","APPROVED","254000","94103","10/28/2024","11/15/2025",,"Refer to Agent",,,"6011985.48737","2113104.04931","37.78285597705","-122.40220217576",,"POINT (-122.40220217575832 37.78285597705126)","POINT (-122.402202176 37.782855977)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"21IE-00159","GRANT AVE","JACKSON ST","PACIFIC AVE","StrtImprov","Donald S. MacLean, Inc.","(415) 468-7161","Reconstruct sidewalk, curb, and gutter per approved plans and SF City Standards. Work as directed by PW/BSM Inspector.","05/13/2025","ACTIVE","6397000","94133",,"11/12/2026","1000 GRANT AVE","Refer to Agent","Mario Novoa",,"6010821.94696","2117987.29813","37.7961991968","-122.40657178319","202102023821","POINT (-122.4065717831861 37.79619919679882)","POINT (-122.406571783 37.796199197)","Chinatown","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"20WR-00024","DIAMOND ST","WILDER ST","KERN ST","Wireless","MODUS, INC","510-206-1674",,"08/21/2020","APPROVED","4771000","94131","08/21/2020","05/31/2031","2810 DIAMOND ST","Refer to Agent",,,"6002412.98451","2095606.20588","37.73427214485","-122.43406777587",,"POINT (-122.43406777586539 37.73427214485405)","POINT (-122.434067776 37.734272145)","Glen Park","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"07DW-0002","POST ST","POWELL ST","MASON ST","OverwideDr","Donald S. MacLean, Inc.","(415) 468-7161","legalize and document existing overwide driveway","05/08/2007","ACTIVE","10629000","94102",,,"490 POST ST",,"Kevin Mattias",,"6009853.75368","2115106.40724","37.78823475421","-122.40971849532",,"POINT (-122.40971849531861 37.7882347542052)","POINT (-122.409718495 37.788234754)","Nob Hill","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15WR-0238","06TH ST","CLEMENTINA ST","FOLSOM ST","Wireless","Verizon Wireless","4082195442",,"11/30/2015","APPROVED","334000","94103","11/30/2015","08/31/2026","270 06TH ST","Refer to Agent Kevin Bowyer",,,"6010822.49158","2111616.22722","37.77870578167","-122.40612082233",,"POINT (-122.40612082232974 37.778705781671086)","POINT (-122.406120822 37.778705782)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","ARGUELLO BLVD","02ND AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6057101","94118","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5995437.082","2112831.267","37.7811694085","-122.45943259683",,"POINT (-122.45943259683118 37.78116940849756)","POINT (-122.459432597 37.781169408)","Inner Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00676","LAWTON ST","09TH AVE","10TH AVE","Excavation","Basset Engineering","4159302385","12-INCH DUCTILE IRON WATER MAININSTALLATION ON PARNASSUS AVENUE FROMSTANYAN STREET TO 6TH AVENUE, ON LAWTONSTREET FROM 7TH AVENUE TO FUNSTON AVENUE,AND VARIOUS STREET LOCATIONS","09/22/2025","ACTIVE","8189000","94122","03/18/2025","10/09/2026",,"Basset Engineering Conan Murray (415)916-0697","Gabriel Howell",,"5993233.66162","2104592.54005","37.75842110315","-122.46645629488",,"POINT (-122.46645629487949 37.758421103149)","POINT (-122.466456295 37.758421103)","Inner Sunset","7","2025/10/27 04:13:48 AM","2025/10/28 05:16:42 AM"
"07IE-0194","DIAMOND ST","22ND ST","ALVARADO ST","StrtImprov","HEATHER N RODDE","(415) 640-0699","Reconstruct existing sidewalk & curb with 2' pavement/SW conform to meet city standardrs. Install new 10'x3' driveway cut as directed by city inspector.","03/23/2007","ACTIVE","4742000","94114",,,"516 DIAMOND ST",,"Cheryl Duperrault",,"6001795.58706","2102722.48713","37.75377672122","-122.4367115413",,"POINT (-122.43671154130104 37.75377672122323)","POINT (-122.436711541 37.753776721)","Noe Valley","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0542","DELANCEY ST","DELANCEY ST","FEDERAL ST","Wireless","AT&T Mobility","925-549-9671",,"03/23/2017","APPROVED","115001","94107","03/23/2017","12/31/2027","501 DELANCEY ST","Refer to Agent (925) 549-9671",,,"6015203.89508938","2113734.66616472","37.78476662691","-122.39111183037",,"POINT (-122.39111183036513 37.784766626906595)","POINT (-122.39111183 37.784766627)","Financial District/South Beach","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15WR-0393","POST ST","MEACHAM PL","LARKIN ST","Wireless","ExteNet Systems, Inc.","415-377-7826",,"03/29/2016","APPROVED","10638000","94109","03/29/2016","12/31/2026","955 POST ST","nicole mason 510-468-3802",,,"6007549.90166","2114700.35064","37.78699044858","-122.41766066575",,"POINT (-122.41766066575099 37.78699044857817)","POINT (-122.417660666 37.786990449)","Tenderloin","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"15MSE-0587","WISCONSIN ST","20TH ST","22ND ST","MinorEnc","Patrick Perez","(415) 370-7269","One (1) existing warped driveway encroaching two feet, six inches (2'-6in) into the Wisconsin Street public right of way (25 square feet) per plan titled inValdes Pisani Residencein prepared by Design Pad Patrick Perez Architect, last revision dated 2/20/2018.One (1) existing step encroaching three and one half inches (0'-3 1/2in) into the Wisconsin Street public right of way (1.5 square feet) per plan titled inValdes Pisani Residencein prepared by Design Pad Patrick Perez Architect, last revision dated 2/20/2018.Two (2) new 30in high planter boxes encroaching two feet, six inches (2'-6in) into the Wisconsin Street public right of way (18.75 square feet) per plan titled inValdes Pisani Residencein prepared by Design Pad Patrick Perez Architect, last revision dated 2/20/2018.","05/16/2018","ACTIVE","13695000","94107",,,"734 WISCONSIN ST","415-370-7269","Mario Novoa",,"6012678.16044","2104077.22425","37.75810898947","-122.39917196199",,"POINT (-122.39917196199079 37.75810898946986)","POINT (-122.399171962 37.758108989)","Potrero Hill","10","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-02994","DIVISADERO ST","GROVE ST","FULTON ST","Excavation","Bay Area Lightworks","415-822-2336","Western Addition Area Traffic Signal Upgrades: Phase 1, Sourcing Event ID No. 0000004296","06/16/2025","APPROVED","4804201","94117","06/18/2025","06/17/2026",,"415-822-2336","Eduard Rizal Salvador",,"6001584.897","2110965.369","37.77639768658","-122.43803055644",,"POINT (-122.4380305564431 37.776397686579934)","POINT (-122.438030556 37.776397687)","Hayes Valley","5","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"16WR-0208","HALLECK ST","SANSOME ST",,"Wireless","T-Mobile","415-722-1183",,"01/18/2017","APPROVED","24689000","94104","01/18/2017","10/31/2027","343 SANSOME ST","Refer to Agent",,,"6012299.07196","2117028.94638","37.79365032003","-122.40139321534",,"POINT (-122.40139321534353 37.793650320031176)","POINT (-122.401393215 37.79365032)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"05IE-0176","MARKET ST","ANNIE ST","03RD ST \ KEARNY ST","StrtImprov","A.R. Sanchez-Corea & Associates, Inc.","(415) 333-8080","New (N) curb, parking strip & sidewalk to City Standards. 2-foot pavement conform for curb work & joint paving for utilities. Three (3) new curb ramps. {Pavem't restorat'n for Kearny St. includes all affected lanes from property line to property line, see 07S-0011}.  In conjunction w/ 06SW-0007 & 05MSE-0456. Restore right-of-way if sidewalk legislation fails.","07/19/2006","ACTIVE","8744102","94104",,,"690 MARKET ST",,"Alex Lavrov",,"6011737.45333","2115071.23408","37.78824355641","-122.40319869785",,"POINT (-122.40319869785162 37.78824355640697)","POINT (-122.403198698 37.788243556)","Financial District/South Beach","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-02126","LEO ST","MISSION ST","ALEMANY BLVD","Excavation","Bauman Landscape Construction, Inc.","4154700420","PW MISSION STREET AND GENEVA AVENUE IMPROVEMENT PROJECT","05/16/2025","APPROVED","8308000","94112","05/19/2025","03/16/2026",,"Refer to Agent","David Barajas",,"6001449.65946","2091415.44378","37.72271055091","-122.43709835028",,"POINT (-122.43709835028379 37.72271055091387)","POINT (-122.43709835 37.722710551)","Outer Mission","11","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"25EXC-00254","HARRISON ST","DORE ST","10TH ST","Excavation","R & S Construction Management Inc","(415) 746-9564","0000005629 Various Locations Pavement Renovation No.62 and Sewer Replacement","02/24/2025","APPROVED","6735000","94103","03/03/2025","12/31/2026",,"415-746-9564",,,"6009367.73428","2109136.42793","37.77181535836","-122.41097821609",,"POINT (-122.41097821609245 37.771815358361685)","POINT (-122.410978216 37.771815358)","South of Market","6","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"17WR-0058","SUTTER ST","POLK ST","VAN NESS AVE","Wireless","ExteNet Systems, Inc.","415-377-7826",,"03/09/2018","APPROVED","12330000","94109","03/09/2018","12/31/2028","1270 SUTTER ST","Joseph Camicia, 415-722-1183",,,"6006479.98878","2115038.1938","37.7878578189","-122.4213863306",,"POINT (-122.42138633060304 37.78785781890456)","POINT (-122.421386331 37.787857819)","Nob Hill","3","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04102","GEARY BLVD","18TH AVE","19TH AVE","Excavation","Cratus, Inc.","415 425 1204","Geary Boulevard Sewer and Water Improvements Phase 2, WW-743","12/23/2024","ACTIVE","6075201","94121","01/02/2025","06/29/2027",,"800-850-1874","Gabriel Howell",,"5990131.764","2112689.648","37.78047409353","-122.47777580987",,"POINT (-122.47777580987388 37.7804740935325)","POINT (-122.47777581 37.780474094)","Outer Richmond","1","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"13IE-0713","JACKSON ST","MAPLE ST","CHERRY ST","StrtImprov","Gary Bell & Associates","415-902-5400","reconstruct driveway with 2' pavement conform and sidewalk.","04/23/2014","ACTIVE","7417000","94118",,,"3760 JACKSON ST","Refer to Agent","George Shami",,"5996245.64343","2115936.04863","37.78974075093","-122.45686001873","201305247818","POINT (-122.45686001873383 37.789740750931806)","POINT (-122.456860019 37.789740751)","Presidio Heights","2","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
"24EXC-04484","MASONIC AVE","WALLER ST","FREDERICK ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","Various Locations Pavement Renovation No.67b, Sewer Replacement, and Overhead Contact System Local Isolation","03/04/2025","APPROVED","8856000","94117","02/10/2025","04/15/2026",,"415-799-7043","David Barajas",,"5999533.66822","2108078.80636","37.76835503887","-122.4449187587",,"POINT (-122.44491875869772 37.7683550388672)","POINT (-122.444918759 37.768355039)","Haight Ashbury","8","2025/06/18 06:56:03 AM","2025/06/18 03:56:01 PM"
